order_id,date,customer_id,category,product,amount,status
ORD-022810,2024-10-24,1825,Electronics,Laptop,150.07,COMPLETED
ORD-022811,2024-09-29,4482,Clothing,Sneakers,31.03,COMPLETED
ORD-022812,2024-04-02,4899,Toys,Board Game,336.81,COMPLETED
ORD-022813,2024-09-30,1844,Toys,Lego Set,49.73,RETURNED
ORD-022814,2024-11-04,3912,Home & Garden,Chair,408.69,PENDING
ORD-022815,2024-02-23,2983,Clothing,Jeans,32.33,COMPLETED
ORD-022816,2024-05-22,3628,Clothing,T-Shirt,300.58,CANCELLED
ORD-022817,2024-03-15,2685,Toys,Action Figure,426.34,COMPLETED
ORD-022818,2024-04-13,4656,Home & Garden,Table,321.72,COMPLETED
ORD-022819,2024-10-24,3913,Home & Garden,Lamp,155.69,COMPLETED
ORD-022820,2024-11-14,2043,Electronics,Headphones,431.13,COMPLETED
ORD-022821,2024-11-15,4814,Electronics,Smartphone,203.18,PENDING
ORD-022822,2024-11-27,2086,Electronics,Monitor,433.85,COMPLETED
ORD-022823,2024-04-07,4344,Home & Garden,Sofa,413.9,COMPLETED
ORD-022824,2024-02-07,4819,Home & Garden,Table,18.86,PENDING
ORD-022825,2024-08-13,3252,Electronics,Laptop,179.63,CANCELLED
ORD-022826,2024-02-19,4767,Toys,Action Figure,158.27,COMPLETED
ORD-022827,2024-03-07,1024,Clothing,Sneakers,311.22,COMPLETED
ORD-022828,2024-09-09,3612,Electronics,Headphones,315.6,COMPLETED
ORD-022829,2024-07-02,2410,Books,Cookbook,285.11,RETURNED
ORD-022830,2024-11-12,4529,Clothing,Sneakers,328.28,COMPLETED
ORD-022831,2024-04-28,3207,Books,Cookbook,449.79,COMPLETED
ORD-022832,2024-05-08,4376,Toys,Lego Set,399.01,PENDING
ORD-022833,2024-05-08,1536,Electronics,Monitor,221.88,CANCELLED
ORD-022834,2024-08-06,4349,Electronics,Headphones,398.11,COMPLETED
ORD-022835,2024-03-04,2046,Electronics,Headphones,129.29,COMPLETED
ORD-022836,2024-06-04,3295,Toys,Doll,473.54,RETURNED
ORD-022837,2024-02-21,3374,Books,Cookbook,171.54,CANCELLED
ORD-022838,2024-10-15,2202,Books,Textbook,215.73,COMPLETED
ORD-022839,2024-03-14,1489,Home & Garden,Chair,458.7,COMPLETED
ORD-022840,2024-11-15,2316,Home & Garden,Sofa,133.13,COMPLETED
ORD-022841,2024-11-28,3132,Home & Garden,Sofa,378.07,RETURNED
ORD-022842,2024-03-05,3575,Clothing,Jacket,150.59,COMPLETED
ORD-022843,2024-03-12,2382,Clothing,Sneakers,22.8,COMPLETED
ORD-022844,2024-09-07,2233,Books,Comic,97.94,CANCELLED
ORD-022845,2024-05-10,4910,Clothing,Sneakers,205.12,CANCELLED
ORD-022846,2024-07-21,1872,Electronics,Smartphone,335.5,RETURNED
ORD-022847,2024-12-09,2176,Toys,Board Game,27.19,COMPLETED
ORD-022848,2024-12-11,3602,Home & Garden,Chair,303.86,COMPLETED
ORD-022849,2024-11-17,2086,Toys,Action Figure,135.5,RETURNED
ORD-022850,2024-06-11,3319,Home & Garden,Sofa,429.69,PENDING
ORD-022851,2024-12-22,4550,Home & Garden,Table,116.92,COMPLETED
ORD-022852,2024-11-19,3024,Clothing,T-Shirt,195.36,COMPLETED
ORD-022853,2024-04-27,3230,Clothing,T-Shirt,384.46,COMPLETED
ORD-022854,2024-11-29,4332,Home & Garden,Sofa,146.52,COMPLETED
ORD-022855,2024-02-05,4219,Clothing,Jeans,73.43,PENDING
ORD-022856,2024-12-10,4988,Clothing,Jacket,454.94,COMPLETED
ORD-022857,2024-10-23,2227,Books,Novel,66.3,COMPLETED
ORD-022858,2024-02-05,3905,Electronics,Smartphone,491.72,CANCELLED
ORD-022859,2024-11-24,1271,Electronics,Laptop,159.5,COMPLETED
ORD-022860,2024-04-27,3654,Electronics,Headphones,56.24,COMPLETED
ORD-022861,2024-06-16,3174,Clothing,Sneakers,452.92,COMPLETED
ORD-022862,2024-01-12,4306,Toys,Action Figure,24.17,RETURNED
ORD-022863,2024-04-19,1605,Electronics,Monitor,331.3,COMPLETED
ORD-022864,2024-09-03,3925,Toys,Lego Set,106.38,COMPLETED
ORD-022865,2024-04-05,2883,Toys,Doll,465.2,COMPLETED
ORD-022866,2024-01-26,2675,Home & Garden,Chair,149.35,CANCELLED
ORD-022867,2024-04-26,1409,Electronics,Monitor,393.62,PENDING
ORD-022868,2024-02-12,1115,Toys,Action Figure,292.93,COMPLETED
ORD-022869,2024-07-03,1370,Electronics,Monitor,472.81,COMPLETED
ORD-022870,2024-12-13,1243,Books,Comic,135.73,CANCELLED
ORD-022871,2024-08-08,1122,Clothing,Sneakers,80.7,RETURNED
ORD-022872,2024-10-14,2870,Books,Cookbook,472.68,PENDING
ORD-022873,2024-05-07,3811,Books,Novel,90.48,COMPLETED
ORD-022874,2024-09-05,2698,Books,Comic,463.53,COMPLETED
ORD-022875,2024-12-03,3197,Clothing,T-Shirt,474.17,CANCELLED
ORD-022876,2024-07-15,2717,Books,Textbook,284.61,RETURNED
ORD-022877,2024-01-30,3496,Toys,Action Figure,298.98,COMPLETED
ORD-022878,2024-07-02,1884,Home & Garden,Chair,77.32,CANCELLED
ORD-022879,2024-10-20,4440,Electronics,Monitor,290.79,COMPLETED
ORD-022880,2024-04-01,2399,Clothing,Sneakers,116.13,RETURNED
ORD-022881,2024-07-01,1694,Home & Garden,Table,202.62,RETURNED
ORD-022882,2024-09-23,4148,Clothing,T-Shirt,296.94,PENDING
ORD-022883,2024-11-23,2201,Home & Garden,Chair,326.26,RETURNED
ORD-022884,2024-03-05,3959,Electronics,Monitor,63.15,RETURNED
ORD-022885,2024-05-05,4783,Clothing,Jacket,482.19,COMPLETED
ORD-022886,2024-10-15,2091,Home & Garden,Sofa,48.1,PENDING
ORD-022887,2024-07-20,1302,Clothing,Jacket,465.16,COMPLETED
ORD-022888,2024-12-14,2762,Toys,Action Figure,15.7,PENDING
ORD-022889,2024-04-06,2304,Clothing,Sneakers,315.21,COMPLETED
ORD-022890,2024-08-30,4602,Books,Cookbook,439.1,COMPLETED
ORD-022891,2024-04-13,1023,Clothing,Jeans,294.16,COMPLETED
ORD-022892,2024-06-12,3268,Electronics,Headphones,280.79,COMPLETED
ORD-022893,2024-05-13,4628,Books,Cookbook,124.62,COMPLETED
ORD-022894,2024-07-23,1875,Home & Garden,Sofa,203.75,COMPLETED
ORD-022895,2024-11-29,1810,Books,Textbook,108.28,COMPLETED
ORD-022896,2024-04-25,4216,Electronics,Monitor,177.44,RETURNED
ORD-022897,2024-11-27,4424,Clothing,Sneakers,493.35,RETURNED
ORD-022898,2024-04-22,3293,Electronics,Monitor,188.16,COMPLETED
ORD-022899,2024-06-30,3616,Clothing,T-Shirt,368.23,COMPLETED
ORD-022900,2024-08-20,1376,Electronics,Headphones,229.27,RETURNED
ORD-022901,2024-10-20,1562,Electronics,Laptop,191.13,COMPLETED
ORD-022902,2024-01-29,1887,Home & Garden,Chair,104.6,COMPLETED
ORD-022903,2024-03-23,3493,Books,Textbook,456.06,COMPLETED
ORD-022904,2024-12-18,4739,Books,Textbook,259.23,COMPLETED
ORD-022905,2024-06-27,4979,Electronics,Headphones,363.62,COMPLETED
ORD-022906,2024-12-30,1262,Clothing,Jacket,84.51,COMPLETED
ORD-022907,2024-01-04,3263,Electronics,Monitor,340.53,PENDING
ORD-022908,2024-01-31,4176,Books,Comic,52.52,COMPLETED
ORD-022909,2024-06-12,2766,Home & Garden,Table,365.71,CANCELLED
ORD-022910,2024-11-30,4338,Books,Textbook,24.38,RETURNED
ORD-022911,2024-02-08,4136,Home & Garden,Table,35.78,COMPLETED
ORD-022912,2024-05-05,4805,Books,Novel,237.2,COMPLETED
ORD-022913,2024-05-08,2977,Clothing,Jacket,88.79,COMPLETED
ORD-022914,2024-12-18,4263,Electronics,Monitor,341.61,COMPLETED
ORD-022915,2024-12-23,1952,Books,Comic,400.28,RETURNED
ORD-022916,2024-01-04,4912,Books,Comic,150.0,RETURNED
ORD-022917,2024-11-19,3487,Clothing,Sneakers,11.47,COMPLETED
ORD-022918,2024-06-05,1321,Clothing,T-Shirt,157.95,COMPLETED
ORD-022919,2024-09-12,4109,Clothing,Jeans,41.55,COMPLETED
ORD-022920,2024-01-09,1403,Toys,Lego Set,234.48,RETURNED
ORD-022921,2024-05-17,1099,Electronics,Monitor,436.41,COMPLETED
ORD-022922,2024-08-31,2380,Books,Novel,415.59,COMPLETED
ORD-022923,2024-04-05,1202,Electronics,Laptop,80.56,RETURNED
ORD-022924,2024-09-15,1722,Toys,Board Game,71.08,COMPLETED
ORD-022925,2024-02-18,3212,Toys,Lego Set,480.02,PENDING
ORD-022926,2024-09-17,3119,Clothing,Jacket,206.56,COMPLETED
ORD-022927,2024-04-08,1932,Electronics,Headphones,201.28,RETURNED
ORD-022928,2024-03-08,3851,Toys,Action Figure,262.91,COMPLETED
ORD-022929,2024-02-14,2545,Home & Garden,Table,294.38,COMPLETED
ORD-022930,2024-10-28,4379,Home & Garden,Chair,144.33,COMPLETED
ORD-022931,2024-06-28,3599,Toys,Board Game,78.33,COMPLETED
ORD-022932,2024-07-31,4527,Books,Novel,237.62,PENDING
ORD-022933,2024-08-24,3631,Electronics,Headphones,132.4,COMPLETED
ORD-022934,2024-11-12,2518,Electronics,Headphones,87.42,PENDING
ORD-022935,2024-05-14,3109,Clothing,Jeans,142.04,COMPLETED
ORD-022936,2024-06-24,3326,Books,Cookbook,455.18,COMPLETED
ORD-022937,2024-10-13,3844,Toys,Action Figure,258.81,COMPLETED
ORD-022938,2024-08-15,4085,Toys,Doll,442.68,PENDING
ORD-022939,2024-12-12,4113,Toys,Action Figure,127.57,COMPLETED
ORD-022940,2024-04-30,1179,Toys,Board Game,26.47,COMPLETED
ORD-022941,2024-06-14,2725,Home & Garden,Table,112.19,COMPLETED
ORD-022942,2024-01-12,3772,Books,Textbook,150.39,COMPLETED
ORD-022943,2024-08-31,1311,Electronics,Monitor,462.67,PENDING
ORD-022944,2024-03-04,2127,Toys,Board Game,265.91,RETURNED
ORD-022945,2024-09-05,1115,Clothing,Jeans,75.06,COMPLETED
ORD-022946,2024-03-25,4293,Clothing,T-Shirt,242.02,COMPLETED
ORD-022947,2024-03-03,4026,Clothing,Jacket,254.63,COMPLETED
ORD-022948,2024-11-11,2634,Books,Textbook,333.86,RETURNED
ORD-022949,2024-11-03,4019,Clothing,Jacket,125.32,COMPLETED
ORD-022950,2024-04-12,3356,Clothing,Jacket,323.8,COMPLETED
ORD-022951,2024-04-20,2216,Electronics,Smartphone,496.79,COMPLETED
ORD-022952,2024-08-10,1866,Electronics,Smartphone,160.38,COMPLETED
ORD-022953,2024-02-07,4087,Electronics,Headphones,285.05,COMPLETED
ORD-022954,2024-08-26,1869,Books,Cookbook,400.24,COMPLETED
ORD-022955,2024-09-17,4042,Clothing,T-Shirt,454.63,COMPLETED
ORD-022956,2024-03-23,2625,Books,Comic,435.75,COMPLETED
ORD-022957,2024-10-22,3138,Toys,Action Figure,391.07,COMPLETED
ORD-022958,2024-06-15,3819,Books,Comic,59.74,COMPLETED
ORD-022959,2024-03-27,2935,Books,Cookbook,270.43,CANCELLED
ORD-022960,2024-12-13,4527,Toys,Doll,446.85,COMPLETED
ORD-022961,2024-05-22,1485,Clothing,T-Shirt,437.26,COMPLETED
ORD-022962,2024-01-04,4061,Toys,Board Game,389.37,COMPLETED
ORD-022963,2024-02-04,2357,Home & Garden,Table,123.43,COMPLETED
ORD-022964,2024-09-19,1642,Books,Cookbook,329.61,COMPLETED
ORD-022965,2024-04-26,3537,Clothing,Jacket,449.39,COMPLETED
ORD-022966,2024-03-27,3791,Electronics,Laptop,237.4,COMPLETED
ORD-022967,2024-12-17,2995,Books,Textbook,212.14,COMPLETED
ORD-022968,2024-07-21,4345,Toys,Doll,63.63,COMPLETED
ORD-022969,2024-09-28,1523,Toys,Board Game,205.55,RETURNED
ORD-022970,2024-05-06,4496,Home & Garden,Chair,328.22,COMPLETED
ORD-022971,2024-05-12,4928,Clothing,Jacket,19.61,COMPLETED
ORD-022972,2024-09-02,3040,Home & Garden,Table,449.45,COMPLETED
ORD-022973,2024-09-15,3766,Home & Garden,Sofa,29.36,CANCELLED
ORD-022974,2024-12-31,3243,Books,Textbook,59.3,COMPLETED
ORD-022975,2024-09-04,2310,Books,Novel,483.31,COMPLETED
ORD-022976,2024-07-10,3111,Clothing,Jeans,350.92,RETURNED
ORD-022977,2024-11-03,3929,Clothing,Jacket,43.56,COMPLETED
ORD-022978,2024-01-05,2598,Clothing,Sneakers,55.24,CANCELLED
ORD-022979,2024-07-31,1171,Toys,Board Game,259.23,PENDING
ORD-022980,2024-08-07,4862,Toys,Action Figure,490.29,PENDING
ORD-022981,2024-06-09,1101,Clothing,T-Shirt,18.19,COMPLETED
ORD-022982,2024-01-06,3883,Toys,Board Game,143.34,COMPLETED
ORD-022983,2024-02-29,1053,Books,Comic,216.36,COMPLETED
ORD-022984,2024-10-09,3560,Electronics,Laptop,21.59,COMPLETED
ORD-022985,2024-05-01,2883,Electronics,Monitor,317.68,COMPLETED
ORD-022986,2024-10-24,1504,Books,Textbook,309.01,COMPLETED
ORD-022987,2024-10-06,3790,Toys,Board Game,147.7,RETURNED
ORD-022988,2024-08-01,1920,Toys,Action Figure,378.7,RETURNED
ORD-022989,2024-07-05,1843,Books,Cookbook,49.99,COMPLETED
ORD-022990,2024-02-21,4318,Books,Textbook,162.35,RETURNED
ORD-022991,2024-05-30,2349,Toys,Doll,181.25,COMPLETED
ORD-022992,2024-09-21,2227,Toys,Board Game,231.43,COMPLETED
ORD-022993,2024-10-12,2437,Toys,Board Game,404.03,CANCELLED
ORD-022994,2024-08-26,3202,Electronics,Headphones,383.91,COMPLETED
ORD-022995,2024-02-29,2876,Electronics,Smartphone,278.76,COMPLETED
ORD-022996,2024-07-22,3912,Books,Cookbook,26.9,COMPLETED
ORD-022997,2024-02-09,3994,Clothing,Sneakers,158.43,COMPLETED
ORD-022998,2024-05-09,2417,Toys,Lego Set,162.85,PENDING
ORD-022999,2024-11-30,3667,Electronics,Laptop,338.34,COMPLETED
ORD-023000,2024-02-01,3860,Electronics,Monitor,145.03,RETURNED
ORD-023001,2024-03-22,2726,Books,Cookbook,435.96,RETURNED
ORD-023002,2024-09-26,4795,Clothing,Jeans,332.01,COMPLETED
ORD-023003,2024-02-09,2850,Books,Cookbook,86.07,COMPLETED
ORD-023004,2024-01-21,1796,Electronics,Monitor,203.55,RETURNED
ORD-023005,2024-09-24,2896,Electronics,Laptop,181.87,COMPLETED
ORD-023006,2024-02-22,1877,Books,Comic,440.9,COMPLETED
ORD-023007,2024-05-08,3029,Toys,Action Figure,207.65,COMPLETED
ORD-023008,2024-08-21,3100,Home & Garden,Table,420.67,RETURNED
ORD-023009,2024-05-03,2059,Toys,Board Game,316.65,RETURNED
ORD-023010,2024-10-01,3648,Electronics,Smartphone,387.86,COMPLETED
ORD-023011,2024-04-20,4967,Home & Garden,Chair,30.64,RETURNED
ORD-023012,2024-12-08,1154,Home & Garden,Table,132.09,COMPLETED
ORD-023013,2024-11-02,2461,Home & Garden,Lamp,471.9,COMPLETED
ORD-023014,2024-05-19,1661,Books,Cookbook,119.04,COMPLETED
ORD-023015,2024-05-17,1095,Clothing,Jacket,314.02,COMPLETED
ORD-023016,2024-01-28,1631,Home & Garden,Sofa,129.46,COMPLETED
ORD-023017,2024-04-06,1251,Home & Garden,Lamp,365.93,COMPLETED
ORD-023018,2024-02-02,3092,Books,Novel,17.25,COMPLETED
ORD-023019,2024-02-17,1687,Home & Garden,Lamp,353.42,COMPLETED
ORD-023020,2024-01-19,2426,Toys,Lego Set,316.11,COMPLETED
ORD-023021,2024-09-20,1202,Clothing,Jacket,483.74,COMPLETED
ORD-023022,2024-09-24,2832,Books,Novel,58.64,CANCELLED
ORD-023023,2024-05-25,3116,Books,Comic,36.08,COMPLETED
ORD-023024,2024-02-09,3844,Clothing,Jacket,112.57,RETURNED
ORD-023025,2024-03-30,4793,Clothing,Jacket,71.37,PENDING
ORD-023026,2024-08-27,2044,Toys,Doll,415.67,COMPLETED
ORD-023027,2024-01-08,2956,Home & Garden,Lamp,183.4,CANCELLED
ORD-023028,2024-02-19,2277,Toys,Lego Set,271.77,CANCELLED
ORD-023029,2024-08-13,3496,Toys,Lego Set,125.19,COMPLETED
ORD-023030,2024-11-13,1554,Clothing,Jacket,288.79,PENDING
ORD-023031,2024-05-24,1453,Books,Comic,280.84,COMPLETED
ORD-023032,2024-11-29,4657,Clothing,Jeans,100.62,COMPLETED
ORD-023033,2024-01-17,3054,Electronics,Monitor,12.19,COMPLETED
ORD-023034,2024-03-22,4892,Books,Comic,105.09,RETURNED
ORD-023035,2024-05-09,4740,Home & Garden,Chair,116.59,COMPLETED
ORD-023036,2024-08-01,1060,Clothing,Jeans,357.41,COMPLETED
ORD-023037,2024-07-02,4593,Clothing,Jeans,252.04,COMPLETED
ORD-023038,2024-09-18,4422,Clothing,Jeans,269.63,COMPLETED
ORD-023039,2024-03-18,2731,Home & Garden,Table,276.03,COMPLETED
ORD-023040,2024-08-08,2620,Toys,Doll,357.2,COMPLETED
ORD-023041,2024-05-02,1434,Home & Garden,Chair,103.25,COMPLETED
ORD-023042,2024-01-05,2795,Home & Garden,Lamp,62.25,COMPLETED
ORD-023043,2024-12-04,4394,Electronics,Monitor,199.01,PENDING
ORD-023044,2024-01-22,4101,Books,Novel,278.88,COMPLETED
ORD-023045,2024-09-18,2708,Toys,Lego Set,11.07,COMPLETED
ORD-023046,2024-09-15,3860,Electronics,Smartphone,496.76,COMPLETED
ORD-023047,2024-07-27,1866,Clothing,T-Shirt,120.04,COMPLETED
ORD-023048,2024-11-25,1120,Books,Textbook,427.71,COMPLETED
ORD-023049,2024-07-15,1478,Electronics,Headphones,54.68,COMPLETED
ORD-023050,2024-04-13,4106,Home & Garden,Chair,14.97,COMPLETED
ORD-023051,2024-10-02,4659,Clothing,T-Shirt,376.0,PENDING
ORD-023052,2024-12-08,2768,Electronics,Monitor,118.09,RETURNED
ORD-023053,2024-01-25,1153,Electronics,Smartphone,499.81,COMPLETED
ORD-023054,2024-07-09,2622,Home & Garden,Lamp,110.94,RETURNED
ORD-023055,2024-09-14,2166,Clothing,Sneakers,467.86,PENDING
ORD-023056,2024-02-28,4752,Books,Cookbook,147.66,COMPLETED
ORD-023057,2024-12-09,2898,Home & Garden,Chair,326.69,PENDING
ORD-023058,2024-10-13,2392,Toys,Board Game,130.23,COMPLETED
ORD-023059,2024-01-17,1470,Toys,Action Figure,428.97,COMPLETED
ORD-023060,2024-04-20,3845,Electronics,Headphones,274.96,COMPLETED
ORD-023061,2024-04-29,2356,Home & Garden,Lamp,292.64,COMPLETED
ORD-023062,2024-12-21,2021,Books,Textbook,135.59,RETURNED
ORD-023063,2024-10-07,4564,Electronics,Smartphone,209.0,RETURNED
ORD-023064,2024-08-25,4959,Clothing,Jacket,445.95,COMPLETED
ORD-023065,2024-10-17,2237,Clothing,Jacket,425.73,COMPLETED
ORD-023066,2024-07-12,4851,Clothing,Jeans,411.96,COMPLETED
ORD-023067,2024-11-08,2791,Clothing,Jeans,72.82,RETURNED
ORD-023068,2024-03-17,1968,Books,Comic,217.7,COMPLETED
ORD-023069,2024-06-28,4170,Toys,Action Figure,193.98,COMPLETED
ORD-023070,2024-09-17,3392,Books,Cookbook,303.18,COMPLETED
ORD-023071,2024-02-23,2176,Clothing,Jeans,490.15,COMPLETED
ORD-023072,2024-09-18,1391,Clothing,Jeans,125.21,COMPLETED
ORD-023073,2024-03-22,4893,Electronics,Headphones,229.46,COMPLETED
ORD-023074,2024-11-05,3520,Books,Cookbook,336.16,CANCELLED
ORD-023075,2024-10-27,4389,Home & Garden,Chair,406.16,COMPLETED
ORD-023076,2024-02-14,2776,Books,Novel,90.71,COMPLETED
ORD-023077,2024-02-02,4642,Books,Cookbook,109.99,CANCELLED
ORD-023078,2024-10-22,4911,Books,Textbook,309.0,CANCELLED
ORD-023079,2024-11-11,3538,Books,Cookbook,118.95,COMPLETED
ORD-023080,2024-01-13,2611,Electronics,Laptop,444.42,COMPLETED
ORD-023081,2024-11-13,2503,Books,Novel,356.04,COMPLETED
ORD-023082,2024-09-30,1270,Books,Comic,461.31,COMPLETED
ORD-023083,2024-04-13,4454,Home & Garden,Chair,427.02,COMPLETED
ORD-023084,2024-03-03,4309,Books,Comic,20.62,COMPLETED
ORD-023085,2024-11-03,3356,Toys,Action Figure,144.99,COMPLETED
ORD-023086,2024-05-05,2113,Electronics,Headphones,230.92,PENDING
ORD-023087,2024-12-09,2231,Home & Garden,Sofa,98.05,RETURNED
ORD-023088,2024-06-16,4911,Books,Comic,111.41,COMPLETED
ORD-023089,2024-01-04,1259,Electronics,Monitor,13.56,COMPLETED
ORD-023090,2024-01-01,4553,Toys,Lego Set,64.83,COMPLETED
ORD-023091,2024-12-04,4229,Home & Garden,Table,219.22,CANCELLED
ORD-023092,2024-09-16,2918,Toys,Board Game,49.89,RETURNED
ORD-023093,2024-05-08,3943,Books,Novel,13.89,COMPLETED
ORD-023094,2024-02-23,4425,Electronics,Monitor,43.18,PENDING
ORD-023095,2024-01-30,2475,Electronics,Smartphone,410.65,COMPLETED
ORD-023096,2024-11-11,1399,Clothing,T-Shirt,127.96,COMPLETED
ORD-023097,2024-02-27,2700,Home & Garden,Lamp,202.85,PENDING
ORD-023098,2024-09-15,3775,Clothing,Sneakers,209.85,RETURNED
ORD-023099,2024-09-05,4328,Toys,Action Figure,368.67,COMPLETED
ORD-023100,2024-12-30,4186,Home & Garden,Lamp,352.79,COMPLETED
ORD-023101,2024-02-24,3083,Clothing,T-Shirt,137.24,PENDING
ORD-023102,2024-02-10,2872,Books,Novel,396.57,COMPLETED
ORD-023103,2024-11-30,2151,Toys,Doll,246.57,COMPLETED
ORD-023104,2024-02-10,3359,Electronics,Smartphone,252.76,COMPLETED
ORD-023105,2024-05-22,4074,Toys,Doll,169.69,COMPLETED
ORD-023106,2024-08-31,1667,Clothing,Jacket,291.9,COMPLETED
ORD-023107,2024-04-01,1360,Toys,Action Figure,57.2,COMPLETED
ORD-023108,2024-01-23,3354,Electronics,Smartphone,413.0,COMPLETED
ORD-023109,2024-02-21,4972,Electronics,Headphones,391.58,COMPLETED
ORD-023110,2024-03-29,3009,Toys,Lego Set,29.85,RETURNED
ORD-023111,2024-11-04,2782,Books,Novel,401.57,COMPLETED
ORD-023112,2024-09-29,4321,Books,Textbook,363.04,CANCELLED
ORD-023113,2024-10-15,3798,Toys,Doll,115.54,COMPLETED
ORD-023114,2024-01-08,1430,Books,Textbook,205.2,COMPLETED
ORD-023115,2024-09-26,3544,Electronics,Headphones,404.37,COMPLETED
ORD-023116,2024-01-13,3626,Electronics,Monitor,431.65,RETURNED
ORD-023117,2024-12-04,2731,Clothing,Sneakers,265.21,PENDING
ORD-023118,2024-03-14,4737,Clothing,T-Shirt,199.72,COMPLETED
ORD-023119,2024-03-21,3601,Toys,Action Figure,343.12,RETURNED
ORD-023120,2024-02-19,4084,Clothing,Sneakers,192.53,COMPLETED
ORD-023121,2024-09-05,2649,Toys,Board Game,107.67,COMPLETED
ORD-023122,2024-03-12,2647,Electronics,Laptop,120.91,COMPLETED
ORD-023123,2024-11-17,3828,Books,Cookbook,416.76,COMPLETED
ORD-023124,2024-08-27,3791,Books,Comic,437.99,PENDING
ORD-023125,2024-10-16,2226,Clothing,Jacket,230.19,CANCELLED
ORD-023126,2024-11-19,2310,Clothing,Jacket,281.03,COMPLETED
ORD-023127,2024-12-22,1288,Clothing,Sneakers,332.29,CANCELLED
ORD-023128,2024-09-02,1929,Clothing,Jacket,13.73,COMPLETED
ORD-023129,2024-09-12,4819,Home & Garden,Chair,396.53,CANCELLED
ORD-023130,2024-08-03,1995,Clothing,Sneakers,405.45,COMPLETED
ORD-023131,2024-06-04,2682,Books,Novel,316.18,COMPLETED
ORD-023132,2024-11-25,1099,Electronics,Smartphone,484.39,COMPLETED
ORD-023133,2024-01-09,2319,Clothing,Sneakers,88.47,COMPLETED
ORD-023134,2024-08-09,2626,Books,Cookbook,324.7,COMPLETED
ORD-023135,2024-05-27,3381,Electronics,Smartphone,117.72,COMPLETED
ORD-023136,2024-05-09,3903,Home & Garden,Chair,20.2,COMPLETED
ORD-023137,2024-07-26,2081,Home & Garden,Table,473.03,COMPLETED
ORD-023138,2024-05-02,3761,Clothing,T-Shirt,63.36,COMPLETED
ORD-023139,2024-09-18,2744,Clothing,Jeans,319.43,PENDING
ORD-023140,2024-10-08,1710,Books,Cookbook,209.99,RETURNED
ORD-023141,2024-09-23,1665,Electronics,Headphones,268.11,COMPLETED
ORD-023142,2024-04-11,2403,Toys,Doll,409.23,COMPLETED
ORD-023143,2024-08-03,4642,Toys,Board Game,63.0,COMPLETED
ORD-023144,2024-05-23,3775,Toys,Lego Set,149.15,COMPLETED
ORD-023145,2024-07-07,1209,Clothing,Jeans,220.6,CANCELLED
ORD-023146,2024-09-21,1428,Books,Comic,313.98,COMPLETED
ORD-023147,2024-01-21,4497,Toys,Doll,307.75,COMPLETED
ORD-023148,2024-11-29,1923,Electronics,Monitor,210.22,COMPLETED
ORD-023149,2024-09-16,1156,Clothing,Jacket,27.99,COMPLETED
ORD-023150,2024-10-07,1540,Clothing,Jeans,146.82,COMPLETED
ORD-023151,2024-09-11,2843,Toys,Action Figure,105.67,COMPLETED
ORD-023152,2024-06-20,2756,Home & Garden,Table,153.37,COMPLETED
ORD-023153,2024-10-16,1562,Clothing,Jacket,199.92,COMPLETED
ORD-023154,2024-11-13,1207,Electronics,Monitor,29.36,COMPLETED
ORD-023155,2024-07-07,2540,Books,Novel,85.56,COMPLETED
ORD-023156,2024-03-12,1162,Electronics,Monitor,172.51,COMPLETED
ORD-023157,2024-05-07,1066,Home & Garden,Lamp,425.29,RETURNED
ORD-023158,2024-01-01,1841,Clothing,Sneakers,401.41,COMPLETED
ORD-023159,2024-05-14,1754,Toys,Lego Set,56.76,COMPLETED
ORD-023160,2024-10-24,2486,Home & Garden,Chair,122.7,COMPLETED
ORD-023161,2024-04-05,2700,Home & Garden,Lamp,253.22,COMPLETED
ORD-023162,2024-09-11,1266,Home & Garden,Lamp,57.01,COMPLETED
ORD-023163,2024-06-19,3244,Books,Novel,363.29,COMPLETED
ORD-023164,2024-11-27,4244,Books,Comic,298.05,PENDING
ORD-023165,2024-05-15,2193,Toys,Lego Set,98.94,COMPLETED
ORD-023166,2024-06-24,2232,Electronics,Headphones,16.28,COMPLETED
ORD-023167,2024-03-07,3394,Home & Garden,Lamp,453.27,CANCELLED
ORD-023168,2024-06-22,1281,Clothing,Jacket,198.85,COMPLETED
ORD-023169,2024-07-17,4456,Toys,Doll,39.06,COMPLETED
ORD-023170,2024-07-04,1096,Home & Garden,Chair,334.81,COMPLETED
ORD-023171,2024-10-31,4859,Toys,Board Game,262.52,CANCELLED
ORD-023172,2024-03-19,3734,Clothing,T-Shirt,93.26,CANCELLED
ORD-023173,2024-07-12,1050,Toys,Lego Set,253.85,COMPLETED
ORD-023174,2024-11-19,4572,Books,Textbook,108.84,CANCELLED
ORD-023175,2024-12-26,4996,Electronics,Headphones,257.41,RETURNED
ORD-023176,2024-06-15,3145,Clothing,Sneakers,300.31,COMPLETED
ORD-023177,2024-12-21,4584,Home & Garden,Chair,465.52,COMPLETED
ORD-023178,2024-12-29,3271,Books,Novel,141.44,COMPLETED
ORD-023179,2024-03-19,1741,Clothing,Jeans,249.9,COMPLETED
ORD-023180,2024-05-22,3302,Home & Garden,Table,452.14,RETURNED
ORD-023181,2024-09-26,4646,Electronics,Headphones,96.35,RETURNED
ORD-023182,2024-07-12,3287,Toys,Lego Set,330.23,COMPLETED
